Gender,Age,Income (USD),Income Stability,Property Age,Property Location,Property Price,Loan Sanction Amount (USD)
M,21,2174.09,Low,2187.09,Semi-Urban,138144.58,47272.6118915115
F,20,4468.39,Low,4480.39,Urban,122390.12,44779.30214922448
F,44,1626.54,Low,1640.54,Semi-Urban,133345.67,43518.08982360812
M,18,2041.46,Low,2048.46,Rural,92530.89,32324.765325266828
F,61,1922.92,High,1909.92,Semi-Urban,79393.74,35547.39114497698
F,57,5558.65,Low,5547.65,Urban,258170.03,88565.6343145959
M,65,2585.68,High,2569.68,Semi-Urban,80603.57,36077.22907780675
F,59,1234.23,Low,1233.23,Urban,113493.86,35392.0735759065
F,34,2412.28,Low,2407.28,Rural,287624.13,97202.66745092478
M,21,2942.57,Low,2953.57,Rural,163688.47,56913.63797624799
F,27,1761.01,Low,1768.01,Semi-Urban,291374.64,98080.69913514602
F,24,2311.47,Low,2306.47,Urban,222443.89,75857.92614488398
M,43,1875.64,Low,1872.64,Semi-Urban,92147.72,29768.01069280212
M,26,3822.49,Low,3813.49,Urban,66897.26,24756.41679420893
M,30,2305.69,Low,2309.69,Urban,43783.37,15131.391858949652
M,18,1950.48,Low,1960.48,Rural,33566.23,12426.307463555277
F,27,4315.84,Low,4325.84,Rural,295214.74,102260.34523383206
F,42,2831.21,Low,2833.21,Semi-Urban,149860.43,50449.5160090808
M,18,1839.89,Low,1831.89,Rural,240750.56,81899.80411490654
M,39,4914.71,Low,4918.71,Rural,66638.44,24902.46474976334
M,41,4327.89,Low,4327.89,Urban,180535.68,62263.78418004056
M,18,2227.29,Low,2228.29,Urban,70745.03,25055.71378605924
M,38,1099.31,Low,1089.31,Rural,125406.12,40813.7598609666
M,18,2726.93,Low,2716.93,Semi-Urban,308904.17,105423.73932298669
M,39,1181.54,Low,1166.54,Urban,67870.7,21351.457368062744
F,18,1921.25,Low,1907.25,Urban,42844.36,15599.231011100745
F,40,3129.03,Low,3137.03,Urban,140377.72,47867.83603672904
F,18,1723.09,Low,1728.09,Semi-Urban,99159.66,34185.459042125025
M,53,2053.5,Low,2055.5,Rural,109663.79,35320.975089554406
F,18,1996.0,Low,1982.0,Rural,70719.68,25177.196541566347
M,31,2674.19,Low,2674.19,Rural,279513.05,94749.43624754356
M,41,2511.62,Low,2505.62,Rural,124248.76,41633.87666469073
F,28,2535.75,Low,2546.75,Rural,146475.24,50398.075324104175
M,56,1927.92,Low,1926.92,Urban,32102.08,8761.908321350056
F,18,2553.01,Low,2556.01,Semi-Urban,432426.28,146981.45989258785
M,43,3039.11,Low,3030.11,Semi-Urban,84217.88,28290.92000672441
F,61,4088.65,High,4073.65,Urban,202737.84,79331.61587918726
M,18,2609.18,Low,2609.18,Semi-Urban,57359.35,20811.42470352357
M,28,2467.11,Low,2482.11,Semi-Urban,172192.28,58456.56716050157
F,64,1509.63,Low,1519.63,Semi-Urban,77758.46,23141.951973547577
F,65,1274.18,High,1270.18,Rural,34528.51,19777.141678012027
M,32,9363.76,Low,9364.76,Semi-Urban,191986.01,71834.12845047409
M,20,4050.96,Low,4050.96,Rural,122428.79,55132.34
F,28,1840.94,Low,1841.94,Urban,80111.87,27252.340595742447
F,20,3749.92,Low,3746.92,Semi-Urban,50777.35,19843.478958127143
M,18,3432.48,Low,3430.48,Urban,431574.36,147493.59223403086
F,64,2820.01,Low,2825.01,Semi-Urban,107814.51,34575.52679429434
M,23,1961.27,Low,1973.27,Rural,81142.21,28024.19614176132
M,61,2469.63,High,2469.63,Rural,72701.54,33904.504046286216
F,38,5608.35,Low,5601.35,Rural,291587.73,101484.7920503418
F,65,1926.38,High,1927.38,Rural,220609.81,82953.62079464793
F,42,2426.16,Low,2434.16,Rural,49373.46,16559.309443470596
M,55,4822.26,Low,4831.26,Urban,78589.5,27421.440082709923
F,21,3120.13,Low,3134.13,Semi-Urban,99367.31,35451.04163044762
M,18,3354.78,Low,3337.78,Rural,169610.26,59547.348051997375
M,18,3901.55,Low,3897.55,Rural,502173.35,171825.1580212104
M,64,5090.51,Low,5078.51,Rural,112215.08,38406.16508381922
F,64,2187.01,Low,2196.01,Rural,31171.67,8460.745682332534
M,26,1586.69,Low,1599.69,Rural,27807.14,9488.452001340307
M,57,5527.89,Low,5512.89,Urban,153212.18,53039.184262358416
M,52,1298.39,Low,1298.39,Semi-Urban,65999.95,19683.96537318577
M,50,778.5,Low,790.5,Rural,17147.22,3182.18896752048
M,18,1973.88,Low,1979.88,Semi-Urban,128274.77,43986.23340396027
F,22,1071.06,Low,1071.06,Semi-Urban,30478.44,10128.87259933845
M,60,1336.43,Low,1351.43,Urban,226593.14,73180.79374545062
F,18,1060.11,Low,1058.11,Rural,197237.75,66725.32311466022
M,31,2470.58,Low,2470.58,Semi-Urban,83251.57,28338.842698406406
F,26,935.6,Low,942.6,Urban,50834.45,16653.214304745405
F,65,1096.43,High,1100.43,Rural,43468.97,22602.68457564134
F,57,3871.44,Low,3879.44,Semi-Urban,153582.78,51580.071144954265
F,46,1885.57,Low,1885.57,Urban,350040.73,116546.01230136825
F,39,2322.06,Low,2317.06,Urban,354931.59,119186.42984170126
M,52,3454.55,Low,3470.55,Urban,268112.57,89926.92912917872
M,43,2930.54,Low,2945.54,Urban,183531.52,61690.71881116765
F,33,2070.29,Low,2069.29,Semi-Urban,165948.72,55786.10904763734
M,22,997.95,Low,997.95,Urban,104078.08,34678.70033363855
M,63,5596.64,Low,5582.64,Semi-Urban,150267.46,51508.32958268365
M,49,1701.9,Low,1698.9,Rural,27944.91,7824.927814591821
F,32,1259.53,Low,1262.53,Urban,105254.04,34787.98495322288
M,41,4834.46,Low,4834.46,Urban,140160.41,49219.22482983266
M,18,1557.96,Low,1544.96,Semi-Urban,204201.43,69055.92525522446
F,62,1210.81,High,1214.81,Urban,36881.86,20606.40484626132
M,64,1707.18,High,1709.18,Semi-Urban,51740.23,25571.67231519441
F,18,1901.01,Low,1893.01,Rural,211094.53,72236.78346813841
F,63,3430.97,Low,3438.97,Urban,71383.09,23181.003616757767
M,18,2815.57,Low,2827.57,Rural,129050.04,45386.12436040235
M,18,1688.62,Low,1706.62,Urban,53096.94,18585.375328586942
F,46,1904.89,Low,1894.89,Rural,68681.77,22186.55869380682
M,18,3753.77,Low,3754.77,Rural,105826.91,38538.9214156064
M,36,1993.94,Low,2005.94,Semi-Urban,103569.7,34287.17209080173
M,20,2442.53,Low,2434.53,Urban,78563.04,27739.16144956937
M,40,1644.35,Low,1649.35,Urban,233348.41,77341.83765951527
M,34,2727.17,Low,2725.17,Urban,94913.3,32418.06369868006
F,60,1047.75,Low,1040.75,Rural,165424.86,52701.34551505486
F,18,2909.1,Low,2910.1,Urban,142130.53,49968.48280765402
F,20,3295.77,Low,3296.77,Semi-Urban,245329.89,84733.74096322709
F,38,2090.3,Low,2083.3,Rural,65786.39,22037.935291002403
M,23,2546.68,Low,2533.68,Rural,246297.19,84087.63055406034
M,55,3096.88,Low,3096.88,Urban,73169.0,23831.73485169627
F,18,1114.74,Low,1128.74,Rural,35536.85,12472.029620957836
M,26,3430.73,Low,3447.73,Semi-Urban,31064.51,12194.585918087449
M,18,1979.47,Low,1979.47,Semi-Urban,106639.5,36721.32654119736
M,19,2228.52,Low,2233.52,Rural,117557.9,40842.79842088485
F,33,4018.23,Low,4008.23,Urban,81818.78,29650.952453043035
F,20,2765.5,Low,2781.5,Rural,319426.01,109364.7150924461
F,18,1856.76,Low,1852.76,Rural,195941.14,67103.3691852132
F,58,2017.68,Low,2013.68,Urban,38029.99,10921.51473574945
M,23,1767.15,Low,1776.15,Urban,93901.79,31972.401171322734
M,56,4378.33,Low,4366.33,Semi-Urban,119850.82,40599.980396796025
F,46,3370.15,Low,3380.15,Urban,113587.66,38641.66912538518
F,18,2332.79,Low,2332.79,Urban,200877.05,69112.34862123476
F,64,1295.06,High,1293.06,Urban,131427.34,52290.27406104849
M,38,2127.4,Low,2128.4,Urban,84580.79,28019.06070566206
F,54,2719.28,Low,2731.28,Urban,29612.05,9135.849945205307
F,58,2709.52,Low,2694.52,Urban,38347.54,11730.002000662484
M,19,4240.19,Low,4240.19,Semi-Urban,177737.13,62836.49931628306
M,60,1710.14,High,1721.14,Urban,71717.54,32744.213622873704
F,64,1970.22,Low,1968.22,Semi-Urban,49795.21,14213.591687898795
M,18,2872.59,Low,2868.59,Semi-Urban,161356.95,56012.8124590446
F,18,4093.48,Low,4098.48,Semi-Urban,142430.17,51144.40635635487
F,41,1383.08,Low,1396.08,Urban,37774.47,11540.25919545033
M,34,2042.46,Low,2051.46,Semi-Urban,49604.05,16365.733326182002
M,63,2269.63,Low,2282.63,Semi-Urban,163768.09,52655.122469367176
M,46,8915.39,Low,8918.39,Rural,182861.52,67479.88940913699
M,48,1572.74,Low,1574.74,Semi-Urban,92526.68,29192.605058036148
F,21,1851.42,Low,1857.42,Semi-Urban,125402.02,42895.01125655918
M,18,2611.78,Low,2608.78,Rural,199047.99,68683.2481037139
M,64,1690.94,Low,1706.94,Rural,66536.12,19600.115313084538
M,56,3359.53,Low,3362.53,Urban,176965.33,58889.20963308588
M,63,1848.91,Low,1844.91,Rural,54894.62,15920.003902267454
F,39,3937.19,Low,3948.19,Urban,121178.1,42325.470846789845
F,38,3982.55,Low,3979.55,Semi-Urban,174013.98,60054.16400337549
M,19,3141.35,Low,3150.35,Urban,124762.57,44060.533131684126
M,20,2722.53,Low,2738.53,Rural,143802.81,50090.45811683023
M,64,3094.51,Low,3083.51,Urban,209302.92,68840.80679473247
F,18,982.58,Low,983.58,Rural,71238.41,24322.83894807477
M,65,3299.63,High,3301.63,Semi-Urban,130537.51,53589.912158440544
M,51,1763.32,Low,1746.32,Rural,71915.36,22492.58271708403
F,42,2011.29,Low,2020.29,Urban,403693.46,135018.20853999013
F,47,1648.38,Low,1650.38,Semi-Urban,69044.56,21697.430413594902
F,18,1680.34,Low,1676.34,Urban,72395.45,25284.578081427888
F,42,2017.26,Low,2017.26,Rural,70038.53,23078.750826086427
M,50,1357.69,Low,1362.69,Urban,203078.89,66089.74929818527
F,46,2773.57,Low,2769.57,Rural,177386.54,59593.17593873199
F,64,1882.45,Low,1884.45,Urban,74728.06,22639.00505138163
M,18,1827.28,Low,1824.28,Semi-Urban,43457.1,15340.419493307723
F,35,4195.09,Low,4194.09,Rural,249854.68,86261.39641455276
M,27,2996.95,Low,3004.95,Rural,37238.03,14016.806821307297
M,32,1832.27,Low,1827.27,Urban,172290.22,57651.52570929099
F,23,2157.12,Low,2152.12,Rural,407542.04,138093.8274302516
M,35,3117.44,Low,3113.44,Rural,181191.43,61856.7641187902
M,31,2520.77,Low,2527.77,Urban,115050.15,39213.14493192302
M,18,2535.86,Low,2523.86,Urban,38992.86,14698.64870556348
M,31,1757.55,Low,1766.55,Semi-Urban,41667.35,13645.679224538962
F,53,2883.22,Low,2895.22,Urban,188972.39,62913.705601540416
F,55,2601.46,Low,2605.46,Rural,64128.75,20664.628599442985
M,42,5239.26,Low,5239.26,Semi-Urban,306400.57,105258.31337988116
M,58,10254.43,Low,10259.43,Semi-Urban,167314.41,62402.68606481922
F,58,1699.29,Low,1701.29,Semi-Urban,131133.65,41735.82072467205
M,31,1619.48,Low,1619.48,Urban,110240.45,36672.31235342367
M,38,3770.85,Low,3757.85,Semi-Urban,431947.43,146239.30995004158
F,49,1561.38,Low,1563.38,Rural,34874.39,10247.802312667118
M,56,5196.11,Low,5195.11,Rural,180900.5,62224.899686378536
M,18,1610.12,Low,1624.12,Semi-Urban,93023.81,31777.125871880075
F,18,3265.5,Low,3265.5,Semi-Urban,87682.63,31904.820383133767
M,47,2070.79,Low,2065.79,Rural,163710.52,53964.67644902813
F,18,4821.33,Low,4822.33,Rural,81218.39,31600.55907573542
F,22,2166.19,Low,2165.19,Urban,164919.52,56546.47760622819
F,65,1626.61,High,1638.61,Rural,190529.51,72548.36895068648
M,18,12374.55,Low,12387.55,Semi-Urban,365539.54,134325.21357350727
F,57,6257.09,Low,6257.09,Semi-Urban,296042.98,101869.5783087024
M,39,804.37,High,809.37,Semi-Urban,133729.27,54168.81248017564
F,22,2509.46,Low,2497.46,Urban,322588.64,109854.8760297946
F,42,1586.2,Low,1587.2,Rural,61293.45,19700.900140228023
M,29,1353.42,Low,1348.42,Rural,49138.77,16168.960142945813
F,18,2544.98,Low,2560.98,Urban,124326.45,43623.20926215832
M,65,2766.05,High,2763.05,Rural,18759.2,15769.751943686131
M,18,2567.63,Low,2549.63,Rural,171097.64,59241.56440361053
F,65,2484.86,High,2470.86,Semi-Urban,64668.72,30858.75330392284
M,27,4335.17,Low,4329.17,Semi-Urban,54569.16,20924.060928031868
F,26,2201.6,Low,2210.6,Rural,106347.36,36734.12629661752
M,36,1523.56,Low,1524.56,Urban,60773.12,19562.522962785537
M,61,1824.65,Low,1812.65,Rural,106324.5,33325.25189554537
F,59,1625.9,Low,1612.9,Semi-Urban,44121.52,12345.548199667886
F,61,1591.5,Low,1585.5,Semi-Urban,68670.19,20401.9424180626
F,41,2923.47,Low,2920.47,Semi-Urban,35903.36,12340.81411178333
F,18,3051.65,Low,3035.65,Urban,91386.9,33060.141819252814
F,33,2591.53,Low,2604.53,Rural,423696.25,143182.5796857687
M,65,1794.14,High,1788.14,Rural,169520.13,65416.85412067053
M,18,4477.59,Low,4478.59,Rural,108364.02,40131.31163272424
F,18,1496.63,Low,1495.63,Semi-Urban,97672.51,33451.27216637633
F,26,1993.25,Low,1991.25,Semi-Urban,133924.02,45503.06658509957
F,33,2365.84,Low,2367.84,Urban,145902.99,49494.11339284286
M,47,6300.08,Low,6292.08,Rural,263592.43,91839.38242360274
M,45,1201.19,Low,1215.19,Rural,280175.14,92365.29985391795
M,41,3641.38,Low,3632.38,Semi-Urban,155642.93,53057.54302252857
F,52,,Low,,Rural,100977.88,55158.14
M,33,1301.89,Low,1304.89,Semi-Urban,19236.07,5483.519307175535
F,51,2525.5,Low,2531.5,Semi-Urban,176509.95,58378.909627890665
M,18,1291.79,Low,1295.79,Urban,23457.86,8216.303961289785
M,65,2071.99,High,2068.99,Semi-Urban,200968.94,75990.82018060746
F,39,3026.91,Low,3019.91,Semi-Urban,42391.82,14782.307249079437
F,29,3802.12,Low,3795.12,Urban,96378.84,34638.82986873355
M,21,2764.92,Low,2749.92,Urban,159815.67,55279.90255764293
F,47,1978.12,Low,1984.12,Urban,97057.77,31584.50052171493
F,44,3162.31,Low,3175.31,Rural,121489.68,41381.13793943281
F,18,4190.27,Low,4186.27,Urban,158988.47,56938.780202088325
M,38,2837.8,Low,2822.8,Semi-Urban,73794.56,24976.208479543027
F,42,1340.38,Low,1342.38,Semi-Urban,160022.93,52338.77460120121
M,42,1938.63,Low,1921.63,Semi-Urban,87280.01,28269.24495029557
F,53,4126.11,Low,4126.11,Urban,152862.26,52048.64974468311
F,56,1656.35,Low,1667.35,Semi-Urban,58987.45,17619.922655572187
M,18,1634.76,Low,1622.76,Rural,182887.2,62250.9833357692
F,29,1169.36,Low,1177.36,Semi-Urban,45231.36,14635.428533513736
M,41,5431.62,Low,5430.62,Rural,166988.36,58979.0458723935
M,58,2595.04,Low,2597.04,Urban,135037.42,43864.65178919332
F,55,1757.02,Low,1771.02,Rural,124734.6,40164.51358777678
M,50,2479.37,Low,2491.37,Urban,103005.44,33624.39241880887
F,44,4396.78,Low,4391.78,Urban,178730.45,61724.26415832213
F,27,1961.88,Low,1967.88,Semi-Urban,83768.42,28548.08614936991
M,62,2779.57,Low,2770.57,Semi-Urban,246202.88,80935.28760168598
M,65,1117.24,High,1131.24,Urban,62380.18,28607.41309780905
F,44,4545.13,Low,4554.13,Urban,91682.19,32642.528463853818
F,43,2093.31,Low,2079.31,Urban,88351.97,29084.09938399857
F,40,2428.54,Low,2426.54,Semi-Urban,213055.02,71421.77709759327
F,61,3097.13,High,3085.13,Rural,108150.79,46684.17130611061
F,60,2391.07,Low,2397.07,Rural,34411.02,10072.434320607492
M,38,1222.33,Low,1237.33,Urban,142852.89,46675.05793275948
M,23,2621.99,Low,2613.99,Semi-Urban,73171.09,25736.26437529016
M,64,2574.23,High,2575.23,Urban,114825.34,47786.6991963954
F,37,6814.25,Low,6817.25,Rural,73074.43,29400.78081648472
F,63,1533.94,Low,1546.94,Urban,114093.77,35590.79495991602
F,54,1964.36,Low,1952.36,Urban,62066.51,19253.489678364444
F,48,3697.12,Low,3706.12,Rural,56693.39,19843.66441863773
M,42,1928.96,Low,1931.96,Urban,63848.38,20536.471925457816
M,39,674.43,Low,657.43,Semi-Urban,75104.75,23124.031154972887
M,34,3622.24,Low,3608.24,Semi-Urban,175411.68,60229.72283186943
F,47,1250.95,Low,1257.95,Urban,140467.04,45423.15438801175
F,55,3322.43,Low,3331.43,Semi-Urban,47798.65,15643.202528387012
M,18,919.35,Low,931.35,Rural,112284.91,37815.52605638112
F,65,2695.87,High,2683.87,Rural,162784.66,64309.633297200045
F,33,2933.1,Low,2944.1,Rural,252590.45,86054.2718282436
M,52,2212.05,Low,2196.05,Rural,104972.96,33977.29548843375
F,49,2463.78,Low,2462.78,Urban,143830.29,47630.79181574457
M,18,1670.77,Low,1681.77,Semi-Urban,219442.44,74303.19406840202
M,36,801.62,Low,803.62,Urban,105985.73,34012.28902653032
M,42,1245.81,Low,1246.81,Urban,34640.81,10025.708359544196
M,32,1384.26,Low,1397.26,Rural,124202.69,41187.28240625656
F,36,3856.45,Low,3856.45,Rural,256095.84,116014.28
M,51,2307.12,Low,2299.12,Rural,51561.03,16215.976280851237
M,50,6690.64,Low,6690.64,Urban,268587.55,93545.58178500496
F,55,1386.71,Low,1390.71,Urban,137452.77,43915.066130616535
F,59,1236.23,Low,1231.23,Urban,113493.86,35392.0735759065
F,37,3407.82,Low,3416.82,Urban,204980.04,70091.46136632176
M,64,1708.18,High,1694.18,Semi-Urban,51740.23,25564.51445175004
M,39,4944.05,Low,4938.05,Semi-Urban,214410.0,74289.92290637348
F,20,2411.02,Low,2423.02,Rural,50447.97,18647.13928307459
F,20,2503.11,Low,2507.11,Rural,316699.58,108174.43076270344
M,55,3056.75,Low,3050.75,Rural,210962.45,70212.02380706825
F,32,1664.0,Low,1663.0,Rural,115255.97,38697.16803174299
M,18,2982.23,Low,2995.23,Rural,43441.98,16800.246029408936
F,60,1628.7,Low,1624.7,Rural,220995.96,71963.95194400649
M,25,1229.84,Low,1234.84,Rural,363976.92,122122.16434929194
M,65,3144.28,High,3154.28,Urban,104559.48,44846.671146239576
M,32,4750.31,Low,4743.31,Rural,102105.1,37196.16349069333
M,18,1678.51,Low,1677.51,Semi-Urban,69908.67,24074.72711625244
M,40,3421.21,Low,3423.21,Urban,107961.83,37038.32956986613
F,61,1675.74,High,1684.74,Rural,34050.21,20350.16003615704
M,23,1826.66,Low,1834.66,Urban,90133.74,30767.00727584216
M,35,6397.14,Low,6395.14,Rural,192412.27,68980.66939644852
F,30,3369.44,Low,3378.44,Semi-Urban,371051.91,126253.69009584458
F,59,2461.25,Low,2454.25,Urban,165339.41,54059.26023286685
M,46,2337.63,Low,2331.63,Urban,46118.04,14677.49311739844
M,18,1708.86,Low,1691.86,Semi-Urban,132221.59,45029.26308929705
M,48,1167.91,Low,1172.91,Rural,46060.78,13447.436405573351
F,38,3389.09,Low,3401.09,Urban,50820.81,18210.741597399607
M,18,2859.59,Low,2860.59,Semi-Urban,161356.95,56002.07566387805
M,43,3891.06,Low,3896.06,Semi-Urban,414019.31,139953.6278337377
M,21,3527.86,Low,3509.86,Urban,329000.11,112889.66422594398
M,46,2459.9,Low,2459.9,Rural,82055.62,27015.331003093142
F,34,3038.12,Low,3030.12,Rural,209308.42,71533.87013036718
M,40,1395.49,Low,1396.49,Urban,66789.82,21136.22610234168
M,49,2035.66,Low,2047.66,Semi-Urban,80816.99,25658.54190931316
M,18,2575.57,Low,2571.57,Urban,27817.33,10989.345448774451
F,18,941.83,Low,938.83,Semi-Urban,75353.17,25385.594947452337
M,54,1392.66,Low,1379.66,Rural,25302.49,6220.45108179871
F,61,1673.8,Low,1673.8,Urban,39920.05,10969.502220096954
F,26,2416.38,Low,2406.38,Semi-Urban,172114.36,58760.257188103766
F,55,1247.1,Low,1265.1,Rural,130509.63,41585.04315074465
M,41,2012.79,Low,2019.79,Urban,100208.52,32917.16479508593
M,52,1906.4,Low,1890.4,Urban,183227.15,59813.44016260941
M,59,1984.3,Low,1996.3,Semi-Urban,157889.82,50704.68544212937
F,18,1827.0,Low,1819.0,Semi-Urban,147298.53,50455.50873890112
F,26,3487.91,Low,3488.91,Semi-Urban,181415.58,62985.9713311312
F,30,9784.35,Low,9795.35,Semi-Urban,351332.16,126190.18281956308
M,58,10258.43,Low,10251.43,Semi-Urban,167314.41,62400.640960977966
M,56,1031.49,Low,1044.49,Urban,101650.21,31214.498593560875
F,21,1416.3,Low,1427.3,Semi-Urban,195874.99,66125.37868717742
M,65,916.52,High,924.52,Semi-Urban,24194.81,15434.29550092808
F,24,4518.01,Low,4517.01,Semi-Urban,199701.23,70338.86728124402
F,28,3049.34,Low,3059.34,Urban,110179.62,38592.72361004125
M,31,2292.05,Low,2285.05,Urban,183470.21,61955.25492942622
M,35,1299.87,Low,1294.87,Semi-Urban,141365.98,46344.10224719573
M,45,1845.57,Low,1853.57,Rural,23636.4,6846.602707475213
F,61,2771.54,High,2780.54,Semi-Urban,100344.43,43463.99359469733
F,25,3955.07,Low,3958.07,Semi-Urban,418795.88,143282.77902984628
M,31,2424.64,Low,2438.64,Rural,189521.83,64272.25041410333
F,26,4620.18,Low,4619.18,Urban,419663.22,144310.95239519674
M,25,2355.43,Low,2354.43,Urban,159574.87,54471.02521344046
M,24,1137.02,Low,1129.02,Urban,111277.17,37076.86859637445
M,35,1889.04,Low,1899.04,Semi-Urban,73926.04,24300.316817954805
M,18,3431.09,Low,3441.09,Semi-Urban,58961.79,22195.262563789125
M,47,3478.11,Low,3491.11,Urban,58636.4,19979.373932623614
M,18,4504.57,Low,4504.57,Urban,306636.04,106622.55269540475
F,62,2503.71,High,2511.71,Urban,306006.07,112332.66414315396
M,58,1225.48,Low,1232.48,Semi-Urban,32103.97,7752.27628566981
M,64,3327.58,High,3322.58,Semi-Urban,204664.48,78594.18695104805
F,64,2796.92,Low,2812.92,Semi-Urban,133331.47,43129.0031466599
M,65,2571.68,High,2582.68,Semi-Urban,80603.57,36076.71780184643
M,62,2522.3,Low,2531.3,Semi-Urban,82114.4,25562.06500973242
M,19,1633.07,Low,1617.07,Rural,357606.69,120858.5460524911
M,52,2826.24,Low,2837.24,Semi-Urban,118940.35,39035.231696867246
F,37,1920.86,Low,1925.86,Semi-Urban,43206.71,14089.392015949492
F,34,1573.69,Low,1572.69,Rural,44015.16,14515.939196110216
F,18,1268.9,Low,1280.9,Urban,30746.69,10881.705187318468
F,34,3061.77,Low,3076.77,Semi-Urban,238860.4,81220.96031096482
F,18,1258.04,Low,1259.04,Rural,30983.68,11082.448503083782
M,46,1667.75,Low,1674.75,Rural,78505.98,25016.527371860844
M,50,2444.39,Low,2444.39,Urban,67996.53,21822.561582188635
F,39,2251.72,Low,2237.72,Semi-Urban,91039.9,30327.549156738474
M,25,2931.16,Low,2930.16,Rural,219321.99,75267.40134357514
F,44,2066.34,Low,2065.34,Rural,86825.72,28609.240167850912
M,53,1986.86,Low,1991.86,Rural,69172.46,21652.826588725547
F,48,1505.54,Low,1517.54,Rural,38505.69,11494.720117380311
F,23,3407.93,Low,3398.93,Semi-Urban,160723.5,56185.66584306538
F,18,2460.71,Low,2449.71,Semi-Urban,54100.53,19795.613286837543
F,18,1603.93,Low,1589.93,Rural,45417.29,16276.898291101365
M,18,1110.84,Low,1099.84,Urban,169019.8,56919.66333301715
F,18,4322.3,Low,4324.3,Rural,394080.97,136185.20351990694
M,31,2073.83,Low,2084.83,Semi-Urban,56453.31,18936.901672425764
M,29,1720.54,Low,1718.54,Urban,298040.33,100017.146948438
M,65,2376.33,High,2378.33,Semi-Urban,129604.62,52332.42065983513
M,65,2031.07,High,2030.07,Semi-Urban,285724.64,104420.48973252196
M,59,2350.14,Low,2345.14,Semi-Urban,166636.87,54008.32662376967
M,18,2011.73,Low,1997.73,Rural,79881.11,28034.41021806013
M,43,3401.09,Low,3390.09,Semi-Urban,233034.02,78649.2261824818
M,56,2106.98,Low,2116.98,Semi-Urban,60822.94,18460.45886581129
M,53,2043.5,Low,2056.5,Rural,109663.79,35316.373605911605
M,27,1852.99,Low,1841.99,Rural,124183.92,42043.5358668314
M,62,1621.85,High,1623.85,Semi-Urban,81547.2,35655.159875275815
M,41,1515.85,Low,1509.85,Rural,118187.93,38579.742242897446
